lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value,lost_reason,notes
LD1562,CV Mega Trading,Education,Cold Call,Budi Santoso,Makassar,2025-03-21,Closed Lost,2025-06-16,2025-05-20,49713000.0,Timing not right,
LD1563,PT Prima Nusantara,Logistics,Referral,Siti Nurhaliza,Yogyakarta,2025-03-02,Contacted,2025-05-02,,,,
LD1564,PT. Global Teknindo,Manufacturing,Inbound Call,,Surabaya,2024-12-24,Proposal Sent,2025-01-22,2025-01-30,44060000.0,,Follow up next week
LD1565,PT. Anugrah Sentosa,Manufacturing,,Dewi Lestari,Surabaya,2024-05-09,Negotiation,2024-07-24,,128303000.0,,
LD1566,PT. Indo Sukses,Education,LinkedIn,Yuni Shara,Bandung,2024-03-20,Closed Won,2024-03-27,2024-05-04,71810000.0,,
LD1567,UD Tunas Muda,Retail,Cold Call,Ahmad Fauzi,Surabaya,2024-05-26,Closed Won,2024-08-06,2024-08-05,19795000.0,,Follow up next week
LD1568,UD Central Distribusi,Manufacturing,LinkedIn,Rudi Hartono,Bandung,2025-03-28,Qualified,2025-03-23,2025-03-31,50611000.0,,
LD1569,PT Cahaya Abadi,,Partner,Andi Wijaya,Palembang,2025-05-17,Contacted,2025-08-08,2025-06-08,,,
LD1570,UD Sinar Jaya,Retail,Partner,Rina Marlina,Yogyakarta,2024-03-04,Qualified,2024-05-13,2024-05-28,111143000.0,,
LD1571,CV Harapan Baru,Education,Inbound Call,Budi Santoso,Bandung,2024-03-26,Contacted,2024-04-01,2024-04-12,,,Client on vacation
LD1572,PT Sinar Jaya,F&B,Inbound Call,Budi Santoso,,2024-03-31,Contacted,2024-12-04,,,,Client on vacation
LD1573,UD Anugrah Sentosa,Logistics,Cold Call,Rudi Hartono,Palembang,2024-07-14,Negotiation,2024-07-31,,43287000.0,,Client on vacation
LD1574,UD Anugrah Sentosa,,Email Campaign,Budi Santoso,,2025-05-04,Closed Won,2025-07-02,2025-07-15,7436000.0,,VIP client
LD1575,CV Central Distribusi,Retail,Partner,Rina Marlina,Bandung,2024-09-24,Lead In,2024-09-10,2024-10-06,,,
LD1576,PT Tunas Muda,,Social Media,Andi Wijaya,Makassar,2024-11-06,Qualified,2024-07-24,2024-07-08,135641000.0,,Send revised proposal
LD1577,PT. DELTA SOLUSI,Retail,Email Campaign,Andi Wijaya,Bandung,2024-12-11,Proposal Sent,2025-01-02,2025-02-16,145673000.0,,
LD1578,UD Mitra Sejahtera,Manufacturing,,Dewi Lestari,Medan,2024-02-04,Qualified,2024-04-21,2024-04-17,69890000.0,,VIP client
LD1579,PT Indo Sukses,Healthcare,,Andi Wijaya,Medan,2024-06-12,Qualified,2024-08-12,2024-07-18,71901000.0,,Needs approval from board
LD1580,PT Berkah Mandiri,Education,Referral,Budi Santoso,Surabaya,2025-05-15,Proposal Sent,2025-05-05,,28368000.0,,Needs approval from board
LD1581,PT Tunas Muda,Manufacturing,Cold Call,,Palembang,2024-10-18,Qualified,2025-01-13,2025-01-09,7154000.0,,
LD1582,PT Mega Trading,Logistics,Social Media,Budi Santoso,Bandung,2025-01-28,Negotiation,2025-01-30,2025-02-07,116161000.0,,Client on vacation
LD1583,PT. NUSANTARA JAYA,Logistics,Cold Call,Budi Santoso,Jakarta,2025-01-27,Closed Won,2025-02-07,2025-10-02,51893000.0,,
LD1584,PT Maju Terus,F&B,Email Campaign,Ahmad Fauzi,Surabaya,2024-10-30,Negotiation,2024-11-03,2024-01-11,4593000.0,,
LD1585,UD MAJU TERUS,Manufacturing,Partner,,,2024-12-19,Closed Lost,2025-03-18,2025-02-05,139975000.0,Chose competitor,Client on vacation
LD1586,PT Nusantara Jaya,Education,,Dewi Lestari,Makassar,2024-01-23,Contacted,2024-02-25,2024-11-02,,,VIP client
LD1587,UD GLOBAL TEKNINDO,Construction,Referral,Budi Santoso,,2025-10-08,Qualified,2025-10-05,2025-08-26,103952000.0,,Send revised proposal
LD1588,UD Mega Trading,Retail,Partner,Ahmad Fauzi,Denpasar,2024-08-18,Lead In,2024-09-29,2024-08-09,,,Send revised proposal
LD1589,PT Delta Solusi,Healthcare,Inbound Call,Yuni Shara,Yogyakarta,2024-11-23,Qualified,2025-01-19,2024-12-03,128445000.0,,VIP client
LD1590,UD Delta Solusi,Education,,Budi Santoso,,2025-04-23,Lead In,2025-07-12,2025-07-03,,,Follow up next week
LD1591,PT Delta Solusi,,,Andi Wijaya,,2024-05-06,Lead In,2024-06-03,2024-05-31,,,Client on vacation
LD1592,CV Indo Sukses,Logistics,Social Media,Rudi Hartono,,2024-11-23,Negotiation,2025-02-12,2024-12-13,114739000.0,,
LD1593,CV Karya Utama,Retail,Email Campaign,Siti Nurhaliza,Makassar,2025-04-20,Proposal Sent,2025-07-17,2025-07-22,146189000.0,,
LD1594,UD Berkah Mandiri,F&B,LinkedIn,Dewi Lestari,Bandung,2025-04-28,Negotiation,2025-04-18,,132760000.0,,
LD1595,CV Berkah Mandiri,Retail,Website,Budi Santoso,Palembang,2024-09-07,Negotiation,2024-11-03,2024-10-29,119920000.0,,Send revised proposal
LD1596,PT Tunas Muda,Construction,LinkedIn,Budi Santoso,Bandung,2025-07-04,Contacted,2025-09-20,2025-10-04,,,Client on vacation
LD1597,PT Sinar Jaya,Technology,Inbound Call,Rina Marlina,Jakarta,2024-05-07,Contacted,2024-06-10,2024-06-06,,,
LD1598,CV Harapan Baru,Healthcare,Referral,Rina Marlina,Makassar,2024-07-09,Negotiation,2024-10-21,2024-10-22,105535000.0,,
LD1599,UD Indo Sukses,Technology,Referral,Budi Santoso,,2024-10-28,Contacted,2025-01-25,2025-01-10,,,
LD1600,CV Harapan Baru,Manufacturing,Social Media,Ahmad Fauzi,Jakarta,2025-02-19,Qualified,2025-03-13,2025-02-23,76162000.0,,Waiting for PO
LD1601,PT Indo Sukses,Education,Cold Call,Budi Santoso,Jakarta,2024-05-02,Proposal Sent,2024-06-17,2024-06-06,86272000.0,,VIP client
LD1602,CV Berkah Mandiri,Retail,LinkedIn,Yuni Shara,Jakarta,2025-06-19,Contacted,2025-07-22,2025-07-27,,,Waiting for PO
LD1603,CV Central Distribusi,Manufacturing,Website,Yuni Shara,Surabaya,2025-06-19,Qualified,2025-07-16,2025-07-23,88680000.0,,
LD1604,PT. Mega Trading,Finance,Inbound Call,Andi Wijaya,Bandung,2025-03-16,Closed Won,2025-03-31,2025-03-31,89163000.0,,Waiting for PO
LD1605,PT. Central Distribusi,Education,Website,Ahmad Fauzi,Denpasar,2024-10-08,Proposal Sent,2024-12-12,2024-10-20,141963000.0,,Send revised proposal
LD1606,CV Sejahtera Bersama,F&B,,Ahmad Fauzi,,2024-04-21,Negotiation,2024-05-19,2024-05-01,71838000.0,,
LD1607,UD Sejahtera Bersama,Construction,Trade Show,Andi Wijaya,Medan,2025-03-02,Negotiation,2025-06-04,2025-03-02,125497000.0,,Needs approval from board
LD1608,PT. Indo Sukses,Technology,Email Campaign,Dewi Lestari,,2025-04-12,Negotiation,2025-04-15,2025-04-28,39878000.0,,Waiting for PO
LD1609,PT. Berkah Mandiri,Retail,Partner,Andi Wijaya,Medan,2025-05-06,Closed Lost,2025-07-21,,,Timing not right,Waiting for PO
LD1610,PT Tunas Muda,Manufacturing,Partner,Budi Santoso,,2024-04-23,Qualified,2024-05-03,2024-01-05,116736000.0,,Waiting for PO
LD1611,UD Global Teknindo,Manufacturing,Website,Andi Wijaya,Jakarta,2025-01-04,Closed Won,2025-03-03,2025-02-25,35697000.0,,Send revised proposal
LD1612,UD Cipta Karya,Manufacturing,Partner,Rina Marlina,Denpasar,2025-01-17,Lead In,2025-03-14,2025-01-26,,,VIP client
LD1613,CV Sejahtera Bersama,Logistics,Inbound Call,Andi Wijaya,Bandung,2024-03-30,Proposal Sent,2024-05-29,2024-05-06,115533000.0,,Needs approval from board
LD1614,CV Delta Solusi,Technology,LinkedIn,Andi Wijaya,Jakarta,2024-01-07,Proposal Sent,2024-01-03,2024-01-25,128625000.0,,
LD1615,CV Anugrah Sentosa,Manufacturing,Website,Andi Wijaya,Semarang,2024-05-10,Proposal Sent,2024-05-19,,32903000.0,,Follow up next week
LD1616,PT Mitra Sejahtera,Finance,Email Campaign,Andi Wijaya,Palembang,2025-02-12,Contacted,2025-04-02,2025-02-27,,,Follow up next week
LD1617,PT. Nusantara Jaya,Healthcare,,Siti Nurhaliza,Bandung,2024-11-20,Qualified,2024-12-17,2024-12-09,120369000.0,,Needs approval from board
LD1618,PT Karya Utama,Retail,Referral,Yuni Shara,,2025-03-02,Closed Won,2025-06-02,2025-02-04,42658000.0,,Follow up next week
LD1619,CV Sumber Makmur,Healthcare,Cold Call,Ahmad Fauzi,Denpasar,2025-02-28,Closed Won,2025-04-23,2025-04-02,140571000.0,,
LD1620,CV Mitra Sejahtera,Logistics,Website,Siti Nurhaliza,Semarang,2024-02-05,Negotiation,2024-02-24,2024-02-03,8882000.0,,VIP client
LD1621,CV Karya Utama,Manufacturing,Referral,Andi Wijaya,Surabaya,2025-05-02,Qualified,2025-06-04,2025-05-07,99143000.0,,Needs approval from board
LD1622,PT. Delta Solusi,F&B,Partner,Rudi Hartono,,2024-08-19,Contacted,2024-11-12,2024-09-29,,,
LD1623,PT. Central Distribusi,Retail,Referral,,,2024-07-21,Closed Lost,2024-07-23,2024-08-02,25959000.0,No response,Send revised proposal
LD1624,PT Sejahtera Bersama,Healthcare,Cold Call,Siti Nurhaliza,,2024-10-13,Proposal Sent,2024-12-18,2024-12-06,39782000.0,,VIP client
LD1625,CV Indo Sukses,Manufacturing,Email Campaign,Dewi Lestari,Jakarta,2024-03-05,Proposal Sent,2024-06-10,2024-05-17,53448000.0,,Follow up next week
LD1626,CV Mega Trading,Retail,,Andi Wijaya,Yogyakarta,2024-06-04,Proposal Sent,2024-11-08,2024-07-28,120438000.0,,Waiting for PO
LD1627,CV Mega Trading,Construction,Website,Budi Santoso,,2025-06-18,Closed Lost,2025-08-18,,2052000.0,No budget,Follow up next week
LD1628,CV Anugrah Sentosa,Healthcare,Inbound Call,Rudi Hartono,,2025-02-04,Proposal Sent,2025-03-08,2025-02-04,42880000.0,,VIP client
LD1629,PT Indo Sukses,Logistics,Cold Call,Siti Nurhaliza,Denpasar,2024-08-25,Proposal Sent,2024-10-03,2024-09-21,24744000.0,,Send revised proposal
LD1630,PT. Cahaya Abadi,,,Rudi Hartono,,2024-03-31,Closed Lost,2024-06-17,2024-07-02,127795000.0,Project cancelled,VIP client
LD1631,PT. Berkah Mandiri,,Inbound Call,Rudi Hartono,Jakarta,2024-01-14,Contacted,2024-03-17,2024-03-16,,,
LD1632,PT. Indo Sukses,Logistics,Website,Rina Marlina,Denpasar,2024-04-20,Proposal Sent,2024-07-12,2024-06-17,115077000.0,,VIP client
LD1633,UD Maju Terus,Education,Cold Call,Rina Marlina,Surabaya,2024-09-08,Proposal Sent,2024-08-13,2024-08-23,50686000.0,,Client on vacation
LD1634,UD Maju Terus,Education,LinkedIn,Dewi Lestari,Bandung,2025-07-25,Negotiation,2025-10-04,2025-08-06,111624000.0,,
LD1635,UD Sumber Makmur,,Partner,Rudi Hartono,Yogyakarta,2024-07-09,Negotiation,2024-08-04,2024-08-19,121273000.0,,VIP client
LD1636,PT. Global Teknindo,Construction,Cold Call,Budi Santoso,Bandung,2024-07-22,Lead In,2024-10-07,2024-08-08,,,
LD1637,CV Berkah Mandiri,Technology,Referral,Yuni Shara,Denpasar,2024-03-25,Qualified,2024-04-23,,100793000.0,,Follow up next week
LD1638,PT. Global Teknindo,Healthcare,Cold Call,Rudi Hartono,Medan,2025-03-25,Qualified,2025-06-04,2025-05-10,78749000.0,,Follow up next week
LD1639,CV Maju Terus,Technology,Inbound Call,Budi Santoso,,2024-11-25,Closed Won,2025-02-23,2025-01-23,147190000.0,,
LD1640,PT Maju Terus,Manufacturing,LinkedIn,Andi Wijaya,Jakarta,2025-03-22,Lead In,2025-03-14,,,,Waiting for PO
LD1641,PT. Karya Utama,Retail,Inbound Call,Andi Wijaya,Bandung,2025-05-17,Qualified,2025-06-04,2025-05-20,81683000.0,,Client on vacation
LD1642,PT. Bumi Perkasa,,Website,Ahmad Fauzi,Makassar,2025-06-26,Qualified,2025-07-17,2025-07-20,38822000.0,,Needs approval from board
LD1643,PT Sejahtera Bersama,Retail,Website,Budi Santoso,Bandung,2024-08-04,Qualified,2024-05-01,,29316000.0,,VIP client
LD1644,PT. PRIMA NUSANTARA,Manufacturing,Partner,Andi Wijaya,Bandung,2024-06-21,Lead In,2024-06-15,2024-07-13,,,
LD1645,PT. Sumber Makmur,Education,Email Campaign,Siti Nurhaliza,,2024-04-09,Closed Won,2024-04-29,,86950000.0,,
LD1646,UD Tunas Muda,Logistics,Email Campaign,Ahmad Fauzi,,2025-05-24,Contacted,2025-06-13,2025-05-31,,,
LD1647,PT Central Distribusi,Finance,Inbound Call,Andi Wijaya,Jakarta,2025-05-17,Contacted,2025-07-08,2025-05-28,,,Client on vacation
LD1648,PT. Indo Sukses,Healthcare,Website,Yuni Shara,Jakarta,2025-06-18,Qualified,2025-08-27,2025-08-28,115001000.0,,Needs approval from board
LD1649,CV Sejahtera Bersama,Education,Email Campaign,Budi Santoso,Jakarta,2024-02-12,Contacted,2024-02-24,2024-02-24,,,VIP client
LD1650,CV Central Distribusi,Retail,Inbound Call,Andi Wijaya,Jakarta,2024-07-01,Proposal Sent,2024-09-27,2024-08-18,136778000.0,,
LD1651,UD Nusantara Jaya,Technology,LinkedIn,,Bandung,2024-06-30,Closed Lost,2024-07-30,2024-08-10,125993000.0,Project cancelled,Needs approval from board
LD1652,PT. Karya Utama,Manufacturing,Referral,Siti Nurhaliza,Denpasar,2024-10-11,Closed Won,2024-05-11,2024-10-18,94727000.0,,Send revised proposal
LD1653,CV Mitra Sejahtera,Finance,Social Media,Dewi Lestari,Jakarta,2024-09-19,Closed Lost,2024-12-17,2024-09-23,81366000.0,Chose competitor,
LD1654,CV Tunas Muda,Technology,Website,,Yogyakarta,2024-03-10,Contacted,2024-05-28,2024-05-04,,,
LD1655,UD TUNAS MUDA,Technology,Social Media,Siti Nurhaliza,,2024-06-28,Qualified,2024-07-24,2024-08-05,10351000.0,,VIP client
LD1656,PT BERKAH MANDIRI,Construction,Website,Andi Wijaya,Jakarta,2024-04-24,Negotiation,2024-06-16,2024-05-09,109164000.0,,
LD1657,PT. Central Distribusi,Healthcare,Referral,Yuni Shara,Yogyakarta,2025-08-08,Proposal Sent,2025-09-14,,37175000.0,,
LD1658,CV Indo Sukses,Construction,Inbound Call,Rina Marlina,Surabaya,2024-06-13,Qualified,2024-06-16,2024-06-26,,,Send revised proposal
LD1659,UD Tunas Muda,Manufacturing,,Ahmad Fauzi,Bandung,2025-01-07,Qualified,2025-04-03,2025-02-15,109050000.0,,
LD1660,CV Indo Sukses,Retail,Trade Show,Andi Wijaya,Semarang,2025-02-26,Lead In,2025-03-26,2025-03-11,,,
LD1661,PT Bumi Perkasa,Retail,Website,Budi Santoso,Jakarta,2025-11-08,Negotiation,2025-09-06,2025-09-01,111293000.0,,Client on vacation
LD1662,UD Bumi Perkasa,Construction,Referral,Andi Wijaya,Jakarta,2024-08-06,Qualified,2024-08-15,2024-08-09,124582000.0,,
LD1663,PT. Central Distribusi,Healthcare,Website,Andi Wijaya,Palembang,2024-10-14,Negotiation,2024-11-15,2024-11-11,100253000.0,,
LD1664,CV Sejahtera Bersama,Retail,,Siti Nurhaliza,Bandung,2024-12-18,Closed Won,2024-12-29,2025-12-01,46415000.0,,
LD1665,PT Central Distribusi,Technology,Referral,Budi Santoso,Denpasar,2024-09-15,Contacted,2024-10-21,2024-10-29,,,Send revised proposal
LD1666,PT. Indo Sukses,,LinkedIn,,Bandung,2025-04-14,Proposal Sent,2025-05-27,2025-08-05,21336000.0,,VIP client
LD1667,PT Sumber Makmur,Manufacturing,,Siti Nurhaliza,Surabaya,2024-05-15,Closed Lost,2024-06-18,2024-05-26,74347000.0,No budget,
LD1668,PT Mega Trading,,LinkedIn,Andi Wijaya,Surabaya,2024-01-14,Negotiation,2024-02-27,,94667000.0,,
LD1669,PT. Mega Trading,Manufacturing,Social Media,Rudi Hartono,Palembang,2025-03-19,Negotiation,2025-04-18,2025-04-25,108113000.0,,
LD1670,CV Sinar Jaya,Retail,,Andi Wijaya,Bandung,2024-06-29,Closed Lost,2024-08-02,2024-07-25,82216000.0,Project cancelled,Follow up next week
LD1671,PT. Mitra Sejahtera,,LinkedIn,Yuni Shara,Jakarta,2024-08-01,Proposal Sent,2024-04-05,,11292000.0,,
LD1672,CV Berkah Mandiri,Logistics,Website,Rina Marlina,Medan,2024-03-08,Proposal Sent,2024-04-18,2024-05-03,75955000.0,,Needs approval from board
LD1673,CV Karya Utama,Retail,Referral,Dewi Lestari,Jakarta,2024-05-25,Negotiation,2024-07-14,2024-07-14,5623000.0,,Waiting for PO
LD1674,PT Maju Terus,Logistics,Website,Rina Marlina,Palembang,2024-06-11,Qualified,2024-08-21,2024-08-27,75872000.0,,Follow up next week
LD1675,UD Prima Nusantara,Retail,Trade Show,Andi Wijaya,Jakarta,2025-05-17,Lead In,2025-06-26,2025-05-25,,,Client on vacation
LD1676,CV Anugrah Sentosa,Healthcare,LinkedIn,Dewi Lestari,,2025-04-29,Lead In,2025-06-26,2025-06-28,,,VIP client
LD1677,PT Sejahtera Bersama,F&B,Website,Ahmad Fauzi,,2024-11-25,Negotiation,2025-07-02,2025-02-12,35881000.0,,VIP client
LD1678,PT Sejahtera Bersama,F&B,Partner,Yuni Shara,Yogyakarta,2025-04-05,Qualified,2025-04-30,2025-04-22,42879000.0,,Send revised proposal
LD1679,PT Prima Nusantara,Retail,Referral,Rudi Hartono,Jakarta,2024-07-11,Closed Lost,2024-09-26,2024-10-02,132946000.0,,
LD1680,PT Global Teknindo,Education,Referral,Andi Wijaya,Semarang,2025-07-22,Contacted,2025-09-17,2025-11-08,,,Client on vacation
LD1681,PT Prima Nusantara,Finance,,Andi Wijaya,Jakarta,2025-07-19,Qualified,2025-08-07,2025-07-22,95076000.0,,
LD1682,PT Harapan Baru,F&B,,Ahmad Fauzi,Palembang,2024-04-14,Proposal Sent,2024-05-15,2024-05-19,14011000.0,,Follow up next week
LD1683,PT Berkah Mandiri,Technology,Website,Dewi Lestari,,2024-02-09,Lead In,2024-11-29,2024-09-21,,,
LD1684,CV Delta Solusi,Healthcare,Cold Call,Siti Nurhaliza,Makassar,2024-01-20,Proposal Sent,2024-02-27,2024-02-21,101107000.0,,
LD1685,CV Anugrah Sentosa,Healthcare,Cold Call,Rina Marlina,Surabaya,2024-10-15,Contacted,2024-12-02,2024-11-17,,,Waiting for PO
LD1686,PT Anugrah Sentosa,,Partner,Rudi Hartono,,2025-02-19,Contacted,2025-03-06,2025-03-12,,,
LD1687,PT. Sejahtera Bersama,F&B,Trade Show,Andi Wijaya,,2024-08-23,Proposal Sent,2024-09-25,2024-09-23,5524000.0,,
LD1688,CV Bumi Perkasa,Construction,Referral,,Surabaya,2024-04-19,Closed Won,2024-04-23,,139664000.0,,Needs approval from board
LD1689,PT Central Distribusi,Technology,Website,Siti Nurhaliza,Palembang,2024-02-05,Qualified,2024-05-06,2024-05-31,139972000.0,,
LD1690,CV Sumber Makmur,Education,Website,,Jakarta,2025-07-30,Qualified,2025-10-27,2025-10-28,6425000.0,,Send revised proposal
LD1691,PT Delta Solusi,Logistics,Trade Show,Budi Santoso,Palembang,2024-07-11,Contacted,2024-09-07,2024-09-08,,,
LD1692,PT. Sinar Jaya,Education,Cold Call,Yuni Shara,Bandung,2025-04-12,Closed Won,2025-06-21,2025-04-30,99473000.0,,Send revised proposal
LD1693,CV Mega Trading,Retail,Inbound Call,Andi Wijaya,,2024-03-29,Proposal Sent,2024-04-16,2024-04-06,55083000.0,,Follow up next week
LD1694,UD Central Distribusi,Construction,LinkedIn,Rina Marlina,Yogyakarta,2024-04-24,Closed Lost,2024-07-03,2024-06-29,17365000.0,,Follow up next week
LD1695,CV Sumber Makmur,F&B,Email Campaign,Siti Nurhaliza,Semarang,2025-04-09,Contacted,2025-07-07,2025-04-18,,,Waiting for PO
LD1696,PT. Bumi Perkasa,Retail,Cold Call,,Medan,2025-08-07,Proposal Sent,2025-07-07,2025-08-15,45776000.0,,Needs approval from board
LD1697,PT. Indo Sukses,,,Siti Nurhaliza,Medan,2025-08-26,Closed Won,2025-11-16,2025-11-09,6665000.0,,Client on vacation
LD1698,CV Mega Trading,Finance,Website,Rina Marlina,Bandung,2024-02-09,Closed Lost,2024-02-21,2024-03-04,82473000.0,,Follow up next week
LD1699,PT Global Teknindo,F&B,LinkedIn,Budi Santoso,Semarang,2025-08-30,Closed Won,2025-03-09,2025-09-13,70551000.0,,
LD1700,CV Berkah Mandiri,Logistics,Inbound Call,Andi Wijaya,,2024-04-22,Negotiation,2024-05-02,2024-04-29,73965000.0,,
LD1701,PT. Sumber Makmur,Finance,LinkedIn,Rina Marlina,Denpasar,2025-07-30,Lead In,2025-10-02,2025-08-12,,,
LD1702,PT. Harapan Baru,F&B,Referral,Siti Nurhaliza,Jakarta,2024-03-07,Lead In,2024-01-06,2024-03-18,,,Follow up next week
LD1704,CV Mitra Sejahtera,Technology,Website,Andi Wijaya,Jakarta,2025-06-05,Closed Won,2025-05-31,2025-06-15,72785000.0,,Client on vacation
LD1705,PT Anugrah Sentosa,Retail,Cold Call,Ahmad Fauzi,Semarang,2025-03-18,Lead In,2025-04-29,2025-05-10,,,
LD1706,PT Maju Terus,Healthcare,Cold Call,Yuni Shara,Denpasar,2024-04-09,Proposal Sent,2024-10-11,2024-09-23,13108000.0,,
LD1707,PT. Sejahtera Bersama,Education,Partner,,Jakarta,2025-05-14,Qualified,2025-08-11,2025-08-02,84908000.0,,Waiting for PO
LD1708,UD Mega Trading,Retail,Inbound Call,Dewi Lestari,,2024-11-16,Closed Lost,2024-12-28,2025-01-11,47339000.0,Project cancelled,Follow up next week
LD1709,CV Bumi Perkasa,Technology,Cold Call,,Surabaya,2024-11-24,Contacted,2025-01-23,2025-06-01,,,Send revised proposal
LD1710,CV Global Teknindo,Education,Social Media,Budi Santoso,Makassar,2025-08-04,Qualified,2025-09-17,2025-09-05,145044000.0,,Follow up next week
LD1711,PT Global Teknindo,Manufacturing,Email Campaign,Rudi Hartono,Jakarta,2024-04-20,Qualified,2024-09-06,2024-06-13,22680000.0,,
LD1712,UD Berkah Mandiri,Finance,,Ahmad Fauzi,Surabaya,2024-10-10,Qualified,2024-10-11,,41477000.0,,
LD1713,CV Berkah Mandiri,Education,Referral,Andi Wijaya,Surabaya,2025-05-12,Contacted,2025-06-13,,,,Waiting for PO
LD1714,PT. Tunas Muda,Retail,LinkedIn,Ahmad Fauzi,,2025-04-01,Contacted,2025-04-14,2025-04-25,,,VIP client
LD1715,PT. Sinar Jaya,Healthcare,Referral,Dewi Lestari,Bandung,2025-06-20,Qualified,2025-06-23,2025-07-02,91770000.0,,Waiting for PO
LD1716,PT Central Distribusi,Construction,Social Media,Ahmad Fauzi,Jakarta,2024-01-25,Negotiation,2024-04-07,2024-02-26,120415000.0,,Waiting for PO
LD1717,CV Cahaya Abadi,Technology,Cold Call,Budi Santoso,,2024-06-21,Contacted,2024-09-04,2024-02-07,,,
LD1718,PT Berkah Mandiri,Manufacturing,Partner,Budi Santoso,Makassar,2024-03-22,Proposal Sent,2024-04-24,2024-05-08,45387000.0,,VIP client
LD1719,UD Sinar Jaya,Retail,Referral,Dewi Lestari,,2024-01-18,Closed Won,2024-02-13,2024-02-07,13403000.0,,Waiting for PO
LD1720,CV Tunas Muda,Manufacturing,Website,Dewi Lestari,Jakarta,2024-02-28,Qualified,2024-03-21,,129530000.0,,Needs approval from board
LD1721,UD Mega Trading,Education,,Ahmad Fauzi,,2025-06-25,Negotiation,2025-09-20,2025-08-31,133541000.0,,
LD1722,PT Mega Trading,Healthcare,Trade Show,Ahmad Fauzi,Bandung,2024-07-30,Lead In,2024-09-16,2024-08-02,,,Follow up next week
LD1723,PT. Tunas Muda,F&B,Cold Call,Dewi Lestari,Semarang,2025-04-05,Closed Won,2025-04-23,2025-01-05,46692000.0,,Follow up next week
LD1724,PT. Mitra Sejahtera,F&B,Referral,Rudi Hartono,Yogyakarta,2024-02-24,Qualified,2024-04-14,2024-02-25,45505000.0,,
LD1725,UD Cahaya Abadi,Logistics,Partner,Siti Nurhaliza,Semarang,2024-01-26,Proposal Sent,2024-04-16,2024-03-21,120180000.0,,
LD1726,CV Mitra Sejahtera,Retail,Cold Call,Ahmad Fauzi,Surabaya,2024-03-09,Closed Lost,2024-03-29,2024-03-11,67099000.0,No budget,Follow up next week
LD1727,PT Berkah Mandiri,Manufacturing,Referral,,Semarang,2025-03-13,Proposal Sent,2025-04-15,2025-03-18,33171000.0,,Client on vacation
LD1728,CV Berkah Mandiri,Healthcare,Trade Show,Yuni Shara,Bandung,2025-08-13,Proposal Sent,2025-09-25,2025-09-14,102930000.0,,Needs approval from board
LD1729,UD Nusantara Jaya,Education,Trade Show,Andi Wijaya,Bandung,2024-04-19,Closed Won,2024-06-30,2024-04-29,117955000.0,,
LD1730,PT Prima Nusantara,Technology,Social Media,Ahmad Fauzi,Makassar,2025-03-22,Qualified,2025-05-17,2025-12-05,,,Follow up next week
LD1731,PT Karya Utama,Retail,Website,Yuni Shara,Jakarta,2024-12-06,Proposal Sent,2024-08-27,2024-06-29,14266000.0,,Client on vacation
LD1732,PT Delta Solusi,Technology,Website,Andi Wijaya,Jakarta,2024-02-11,Contacted,2024-03-22,2024-01-04,,,Needs approval from board
LD1733,PT Central Distribusi,Construction,LinkedIn,Rudi Hartono,Jakarta,2025-08-30,Qualified,2025-11-06,2025-12-10,70426000.0,,Send revised proposal
LD1734,CV Cahaya Abadi,Manufacturing,Partner,Siti Nurhaliza,Jakarta,2024-10-27,Proposal Sent,2024-12-18,,127374000.0,,
LD1735,PT Cipta Karya,Manufacturing,Cold Call,Dewi Lestari,Semarang,2025-08-16,Contacted,2025-10-17,2025-08-20,,,Needs approval from board
LD1736,PT. Sejahtera Bersama,,,Andi Wijaya,,2024-09-15,Qualified,2024-11-18,,129661000.0,,
LD1738,UD Harapan Baru,Retail,Email Campaign,Andi Wijaya,Makassar,2024-08-04,Contacted,2024-10-31,2024-08-29,,,
LD1739,PT. Mega Trading,Logistics,Cold Call,Andi Wijaya,Surabaya,2025-07-05,Closed Lost,2025-02-09,2025-08-07,51226000.0,Price too high,Follow up next week
LD1740,PT. Berkah Mandiri,Education,Trade Show,Budi Santoso,Jakarta,2024-09-28,Lead In,2024-10-28,2024-01-11,,,VIP client
LD1741,UD Sinar Jaya,Construction,Referral,Budi Santoso,Denpasar,2024-02-22,Proposal Sent,2024-05-07,2024-03-03,99871000.0,,Follow up next week
LD1742,PT. Sinar Jaya,Manufacturing,Referral,Andi Wijaya,Bandung,2024-09-21,Contacted,2024-10-29,2024-11-08,,,Waiting for PO
LD1743,PT. Sejahtera Bersama,Finance,,Budi Santoso,Semarang,2024-06-08,Closed Won,2024-09-06,2024-06-11,114250000.0,,
LD1744,UD Sumber Makmur,F&B,Partner,Siti Nurhaliza,Jakarta,2024-12-27,Contacted,2025-01-21,2025-01-05,,,VIP client
LD1745,PT. Bumi Perkasa,F&B,,Ahmad Fauzi,Surabaya,2024-12-25,Lead In,2025-02-13,2025-01-18,,,Send revised proposal
LD1746,UD Sumber Makmur,Construction,Cold Call,,Bandung,2025-07-24,Negotiation,2025-09-12,2025-07-24,56593000.0,,Send revised proposal
LD1747,UD Berkah Mandiri,Retail,,Ahmad Fauzi,Bandung,2025-07-28,Negotiation,2025-12-10,,109434000.0,,Waiting for PO
