lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value_raw,lost_reason,notes
LD1492,CV Sumber Makmur,,referral,Siti Nurhaliza,Palembang,09-17-2024,Closed Lost,2024/10/12,09-25-2024,81321000,,Follow up next week
LD1723,PT. Tunas Muda,F&B,Cold Call ,Dewi Lestari,Semarang,2025-04-05,Closed Won,04-23-2025,05-01-2025,46692000,,Follow up next week
LD1766,CV Cahaya Abadi,F&B,Email Campaign,Dewi Lestari,,2025-04-21,Closed Lost,05/07/2025,2025/05/21,104789000,,
LD1585,UD MAJU TERUS,Manufacturing,Partner,,,12-19-2024,Closed Lost,18-Mar-2025,05-Feb-2025,Rp 139.975.000,Chose competitor,Client on vacation
LD1816,UD Harapan Baru,retail,Trade Show,Ahmad Fauzi,Makassar,06-Jan-2024,Qualified,03-08-2024,,32206000,,Follow up next week
LD1015,CV Global Teknindo,Manufacturing ,referral,Rina Marlina,Surabaya,2024-05-17,Contacted,2024-05-31,06-Jun-2024,,,VIP client
LD1549,PT Tunas Muda,F&B,Social Media,Rudi Hartono,JAKARTA,2024-01-27,Qualified,04/03/2024,2024-02-13,79092000,,
LD1006,UD Harapan Baru,Manufacturing ,Email Campaign,Siti Nurhaliza,,21/03/2025,Contacted,03-22-2025,30/03/2025,,,VIP client
LD1061,PT. Tunas Muda,Healthcare,Cold Call ,Rudi Hartono,Palembang,2024/02/01,Lead In,2024-04-09,2024-04-13,,,
LD1397,UD Prima Nusantara,Education,,,,2025/07/13,Contacted,08-08-2025,2025-07-25,,,
LD1827,PT. Central Distribusi,Manufacturing,Inbound Call,Andi wijaya,Semarang,16/07/2024,Lead In,11/08/2024,2024-08-23,,,
LD1546,UD Tunas Muda,,Social Media,Andi Wijaya,Yogyakarta,22-Feb-2025,Proposal Sent,04-19-2025,2025-03-29,72612000.0 ,,
LD1257,PT Anugrah Sentosa,Education,Trade Show,Rudi Hartono,,2024-04-21,Qualified,2024/04/27,05/05/2024,38367000,,Waiting for PO
LD1515,UD Cahaya Abadi,Manufacturing ,Trade Show,Andi Wijaya,Medan,2025-01-17,Contacted,2025-03-28,2025-01-17,,,VIP client
LD1667,PT Sumber Makmur,Manufacturing,,Siti Nurhaliza,Surabaya,2024-05-15,Closed Lost,2024-06-18,2024-05-26,74347000,No budget,
LD1094,PT. Cahaya Abadi,Healthcare,Email Campaign,Dewi Lestari,Yogyakarta,04/03/2025,Contacted,01-Jun-2025,2025/05/27,,,Needs approval from board
LD1672,CV Berkah Mandiri,Logistics,Website,Rina Marlina,Medan,08-Mar-2024,Proposal Sent,18-Apr-2024,03/05/2024,75955000,,Needs approval from board
LD1287,PT. Bumi Perkasa,retail,,Ahmad Fauzi,Surabaya,2025-01-26,Qualified,2025-02-03,,122295000,,Send revised proposal
LD1181,PT. Karya Utama,,,budi santoso,JAKARTA,03-Jan-2024,Lead In,01-15-2024,,,,Waiting for PO
LD1687,PT. Sejahtera Bersama,F&B,Trade Show,Andi wijaya,,23/08/2024,Proposal Sent,2024-09-25,2024/09/23,5524000,,
LD1106,PT Berkah Mandiri,Finance,Trade Show,Yuni Shara,Surabaya,03-09-2024,Contacted,14/03/2024,2024/03/15,,,
LD1776,UD Nusantara Jaya,retail,,Rudi Hartono,Yogyakarta,2024/08/22,Negotiation,2024/10/09,2024/08/24,103111000,,
LD1399,CV Prima Nusantara,Manufacturing ,Website,Yuni Shara,,16-Nov-2024,Closed Won,2025/01/10,12-31-2024,105295000,,Needs approval from board
LD1068,CV Tunas Muda,F&B,Email Campaign,budi santoso,Makassar,05-02-2025,Proposal Sent,2025/05/10,2025-05-13,122023000,,Waiting for PO
LD1323,CV Maju Terus,Technology,Trade Show,Dewi Lestari,Yogyakarta,2025-08-26,Contacted,2025/11/21,,,,Client on vacation
LD1137,PT. Mitra Sejahtera,Logistics,referral,budi santoso,Denpasar,23-Feb-2024,Qualified,03/04/2024,,Rp 113.774.000,,Client on vacation
LD1752,PT. Global Teknindo,Construction,Social Media,Budi Santoso,JAKARTA,2025/06/24,Qualified,2025-07-12,06/07/2025,89434000,,
LD1721,UD Mega Trading,Education,,Ahmad Fauzi,,25-Jun-2025,Negotiation,20/09/2025,2025-08-31,133541000,,
LD1688,CV Bumi Perkasa,Construction,referral,,Surabaya,04-19-2024,Closed Won,2024-04-23,,139664000,,Needs approval from board
LD1696,PT. Bumi Perkasa,Retail,Cold Call ,,Medan,07-08-2025,Proposal Sent,07-Jul-2025,2025/08/15,Rp 45.776.000,,Needs approval from board
LD1438,UD Mega Trading,Retail,referral,Siti Nurhaliza,Denpasar,31/03/2025,Contacted,02/06/2025,,,,
LD1462,PT Bumi Perkasa,,,Rina Marlina,,26-Mar-2024,Contacted,15/06/2024,04-05-2024,,,Send revised proposal
LD1185,UD Indo Sukses,Retail,,budi santoso,Makassar,17-Aug-2024,Closed Lost,11/11/2024,2024-08-18,93499000,No budget,VIP client
LD1301,CV Delta Solusi,Logistics,Trade Show,Budi Santoso,Jakarta,2025-08-28,Qualified,27-Oct-2025,,38505000,,VIP client
LD1155,CV Bumi Perkasa,,referral,Rudi Hartono,Yogyakarta,22-Nov-2024,Proposal Sent,11-26-2024,23/11/2024,148747000,,Follow up next week
LD1179,UD Central Distribusi,Retail,referral,,Denpasar,07-01-2025,Proposal Sent,2025/09/16,2025/08/08,99972000,,
LD1121,CV Prima Nusantara,Healthcare,LinkedIn,Dewi Lestari,Semarang,19-Jul-2024,Qualified,2024/08/06,30/07/2024,93788000,,Client on vacation
LD1559,PT Prima Nusantara,Manufacturing,,,JAKARTA,07/02/2025,Closed Lost,18-Apr-2025,2025/04/19,68936000,,
LD1164,PT Mitra Sejahtera,retail,,budi santoso,Medan,14-Jan-2025,Closed Won,2025/03/03,12-Feb-2025,40983000,,Needs approval from board
LD1841,PT. Indo Sukses,Technology,Email Campaign,Yuni Shara,Denpasar,2024-11-20,Negotiation,26-Nov-2024,,,,Send revised proposal
LD1009,CV Delta Solusi,Construction,referral,Yuni Shara,,13-Mar-2024,Negotiation,21-Mar-2024,,136002000,,Needs approval from board
LD1054,PT Cahaya Abadi,retail,referral,Andi Wijaya,,10/04/2025,Lead In,08/05/2025,,,,VIP client
LD1234,PT. Indo Sukses,Manufacturing ,Cold Call,Rina Marlina,jakarta,01-29-2025,Negotiation,27-Mar-2025,02-03-2025,149191000,,VIP client
LD1355,UD Bumi Perkasa,Manufacturing,Website,Budi Santoso,Medan,24-Aug-2025,Negotiation,2025/11/18,25-Aug-2025,121559000,,Send revised proposal
LD1342,CV Mega Trading,Logistics,,Rina Marlina,Semarang,08-12-2025,Lead In,02/09/2025,2025-08-20,,,
LD1406,PT. Central Distribusi,Technology,website,budi santoso,Denpasar,11/01/2024,Contacted,2024-01-29,,,,Waiting for PO
LD1111,CV Indo Sukses,Manufacturing ,referral,Yuni Shara,Yogyakarta,14-Jan-2025,Qualified,20-Jan-2025,04/02/2025,40595000,,Send revised proposal
LD1055,PT Maju Terus,Retail,referral,Andi wijaya,bandung,2024/12/02,Negotiation,2024-11-29,2024-12-24,148154000.0 ,,
LD1778,PT. Bumi Perkasa,retail,Partner,Dewi Lestari,Surabaya,18/11/2024,Closed Won,04-Dec-2024,11-23-2024,34838000,,Follow up next week
LD1344,CV Global Teknindo,Construction,Social Media,Ahmad Fauzi,jakarta,23-Jun-2024,Closed Lost,14/06/2024,2024-07-06,69149000,Project cancelled,Follow up next week
LD1428,PT Bumi Perkasa,,LinkedIn,Andi wijaya,Surabaya,21-Jan-2025,Closed Won,2025/03/11,2025-02-04,118192000,,
LD1188,UD Cipta Karya,F&B,LinkedIn,Siti Nurhaliza,Jakarta,2025/04/29,Negotiation,15/06/2025,,34819000,,Needs approval from board
LD1615,CV Anugrah Sentosa,Manufacturing,Website,Andi Wijaya,Semarang,10-May-2024,Proposal Sent,19-May-2024,,32903000,,Follow up next week
LD1693,CV Mega Trading,retail,Inbound Call,Andi Wijaya,,29-Mar-2024,Proposal Sent,2024-04-16,06-Apr-2024,55083000,,Follow up next week
LD1414,PT. Mitra Sejahtera,Technology,Website,,jakarta,11/09/2024,Closed Won,10/12/2024,,49602000,,
LD1763,CV Cahaya Abadi,Manufacturing ,LinkedIn,Dewi Lestari,bandung,2025-04-16,Lead In,13/06/2025,24-May-2025,,,Needs approval from board
LD1378,PT. Maju Terus,Finance,referral,Andi wijaya,,05-08-2025,Contacted,2025-06-10,,,,VIP client
LD1248,PT Bumi Perkasa,Technology,Trade Show,Rina Marlina,bandung,14/03/2024,Contacted,05-09-2024,2024/04/24,,,
LD1133,CV Cahaya Abadi,Finance,Email Campaign,Rudi Hartono,Makassar,03-14-2025,Contacted,2025/04/01,2025-03-24,,,Waiting for PO
LD1838,UD CENTRAL DISTRIBUSI,Healthcare,website,budi santoso,Jakarta,26/04/2024,Negotiation,19-Apr-2024,05-02-2024,80162000,,Follow up next week
LD1625,CV Indo Sukses,Manufacturing ,Email Campaign,Dewi Lestari,jakarta,05-03-2024,Proposal Sent,2024/06/10,2024/05/17,53448000,,Follow up next week
LD1555,UD Maju Terus,Retail,Email Campaign,Siti Nurhaliza,Denpasar,2024/04/22,Closed Lost,10-Jul-2024,27/06/2024,21124000,,Follow up next week
LD1196,CV Cahaya Abadi,Manufacturing ,Cold Call ,Andi wijaya,Jakarta,2024/05/13,Contacted,2024/05/05,06-21-2024,,,Waiting for PO
LD1226,UD Harapan Baru,Construction,LinkedIn,Yuni Shara,JAKARTA,01-21-2024,Qualified,06-Mar-2024,2024/02/29,144541000,,
LD1326,UD Indo Sukses,Logistics,Inbound Call,Andi wijaya,Medan,07-22-2024,Qualified,07-Oct-2024,25-Sep-2024,64856000,,Send revised proposal
LD1315,PT. Bumi Perkasa,Logistics,Cold Call,Ahmad Fauzi,jakarta,22-Aug-2025,Qualified,2025-11-02,2025/11/12,24796000,,
LD1461,PT. Bumi Perkasa,Manufacturing,Referral,Budi Santoso,Makassar,2024-01-22,Qualified,14/02/2024,15/02/2024,23241000,,
LD1584,PT Maju Terus,F&B,Email Campaign,Ahmad Fauzi,Surabaya,30-Oct-2024,Negotiation,03-Nov-2024,11-01-2024,4593000.0 ,,
LD1029,UD Bumi Perkasa,Construction,Cold Call,Andi wijaya,Denpasar,27/04/2024,Proposal Sent,2024-05-25,05-22-2024,39924000,,Follow up next week
LD1682,PT Harapan Baru,F&B,,Ahmad Fauzi,Palembang,2024-04-14,Proposal Sent,05-15-2024,19/05/2024,14011000,,Follow up next week
LD1710,CV Global Teknindo,Education,Social Media,budi santoso,Makassar,04-Aug-2025,Qualified,17-Sep-2025,2025/09/05,Rp 145.044.000,,Follow up next week
LD1745,PT. Bumi Perkasa,F&B,,Ahmad Fauzi,Surabaya,2024-12-25,Lead In,13/02/2025,18-Jan-2025,,,Send revised proposal
LD1501,PT. Bumi Perkasa,Finance,,Andi wijaya,,29/07/2024,Negotiation,2024/08/08,2024-08-14,10920000,,Waiting for PO
LD1372,UD CIPTA KARYA,Education,Inbound Call,Yuni Shara,Palembang,05-31-2025,Proposal Sent,2025/07/28,2025-06-11,15219000,,
LD1433,PT. Sinar Jaya,Healthcare,website,budi santoso,Denpasar,2024-04-14,Proposal Sent,03/05/2024,11-May-2024,Rp 147.440.000,,Needs approval from board
LD1322,PT Harapan Baru,Finance,referral,Rudi Hartono,jakarta,2024/05/29,Closed Won,04-Jul-2024,05-29-2024,53480000,,
LD1318,CV Sumber Makmur,Logistics,Cold Call,Rina Marlina,,06/01/2025,Lead In,2025/03/22,27/02/2025,,,
ld1014,UD Prima Nusantara,Education,,budi santoso,Palembang,2025/04/14,Proposal Sent,06-26-2025,2025-07-01,41250000,,VIP client
LD1165,CV Sinar Jaya,Retail,,Dewi Lestari,jakarta,09/08/2025,Closed Won,2025/10/09,,60431000,,Needs approval from board
LD1788,UD Delta Solusi,Healthcare,Partner,Dewi Lestari,jakarta,07-19-2025,Proposal Sent,2025/10/04,,102034000,,
LD1395,CV Maju Terus,Manufacturing,website,Andi Wijaya,,2025-02-09,Contacted,05-Apr-2025,2025/03/18,,,Client on vacation
LD1739,PT. Mega Trading,Logistics,Cold Call ,Andi wijaya,Surabaya,2025/07/05,Closed Lost,09-02-2025,07-Aug-2025,51226000,Price too high,Follow up next week
LD1051,PT Tunas Muda,retail,LinkedIn,,Bandung,19/08/2024,Closed Won,14-Nov-2024,2024-10-06,Rp 56.135.000,,Client on vacation
LD1706,PT Maju Terus,Healthcare,Cold Call,Yuni Shara,Denpasar,09-04-2024,Proposal Sent,11-Oct-2024,2024/09/23,13108000,,
LD1509,PT. Maju Terus,Manufacturing ,website,Dewi Lestari,Medan,03-Oct-2024,Negotiation,2024/09/26,16/10/2024,Rp 22.962.000,,VIP client
LD1441,CV Indo Sukses,Finance,,Siti Nurhaliza,jakarta,12-07-2024,Negotiation,2024/12/26,12-26-2024,,,Send revised proposal
LD1445,PT INDO SUKSES,Construction,referral,Budi Santoso,Palembang,2025/05/19,Closed Won,2025/05/21,2025-06-05,110158000,,Follow up next week
LD1702,PT. Harapan Baru,F&B,Referral,Siti Nurhaliza,Jakarta,2024/03/07,Lead In,06-01-2024,2024/03/18,,,Follow up next week
LD1570,UD Sinar Jaya,Retail,Partner,Rina Marlina,Yogyakarta,2024/03/04,Qualified,13/05/2024,05-28-2024,111143000,,
LD1777,UD Cahaya Abadi,Technology,Cold Call,Dewi Lestari,Surabaya,2024/07/01,Closed Won,08-06-2024,2024/07/14,145926000,,Client on vacation
LD1384,UD Mitra Sejahtera,Technology,,Budi Santoso,Palembang,01-05-2025,Proposal Sent,01-11-2025,2025-01-18,64169000,,Follow up next week
LD1734,CV Cahaya Abadi,Manufacturing,Partner,Siti Nurhaliza,jakarta,10-27-2024,Proposal Sent,12-18-2024,,127374000,,
LD1300,UD Mega Trading,F&B,,,Makassar,2025/03/04,Contacted,17-Apr-2025,09/04/2025,,,Follow up next week
LD1048,PT Delta Solusi,,,Budi Santoso,Makassar,29/10/2024,Lead In,2025/01/22,12-31-2024,,,Waiting for PO
LD1183,UD Indo Sukses,F&B,Social Media,Ahmad Fauzi,Denpasar,06/07/2024,Contacted,2024-08-27,,,,
LD1256,CV Nusantara Jaya,Construction,Website,Andi wijaya,Palembang,2024/08/15,Negotiation,2024-09-10,2024/09/04,147873000,,
LD1594,UD Berkah Mandiri,F&B,LinkedIn,Dewi Lestari,bandung,28-Apr-2025,Negotiation,18-Apr-2025,,132760000,,
LD1543,PT. Delta Solusi,Education,Partner,Rudi Hartono,,2024/03/19,Closed Won,11/06/2024,2024/05/01,36092000,,
LD1305,PT Mitra Sejahtera,Finance,Social Media,Yuni Shara,Yogyakarta,2025/08/17,Closed Won,11-15-2025,01-Sep-2025,54201000,,VIP client
LD1139,PT Karya Utama,Construction,Partner,Ahmad Fauzi,bandung,2024-12-25,Negotiation,16/03/2025,2025/02/03,Rp 138.144.000,,Follow up next week
LD1308,PT Karya Utama,F&B,Social Media,Andi Wijaya,Makassar,13/04/2025,Qualified,30/04/2025,01/05/2025,35564000,,
LD1760,PT Global Teknindo,Healthcare,Social Media,Dewi Lestari,JAKARTA,2024/08/14,Negotiation,2024/09/11,29/08/2024,,,
LD1762,PT Global Teknindo,,,Andi Wijaya,Surabaya,17/06/2024,Lead In,30/06/2024,06-18-2024,,,Follow up next week
LD1025,PT. Sejahtera Bersama,Construction,Trade Show,Budi Santoso,Surabaya,2024-12-09,Qualified,2025/02/17,27-Jan-2025,Rp 24.323.000,,
LD1722,PT Mega Trading,Healthcare,Trade Show,Ahmad Fauzi,Bandung,30/07/2024,Lead In,16-Sep-2024,02/08/2024,,,Follow up next week
LD1007,UD Berkah Mandiri,,Partner,Siti Nurhaliza,JAKARTA,06-Jul-2025,Closed Lost,2025/09/12,06/09/2025,18556000,,
LD1497,PT. Cahaya Abadi,Manufacturing ,Email Campaign,Budi Santoso,bandung,24-Jun-2024,Proposal Sent,09-08-2024,,87309000,,
LD1388,PT Cahaya Abadi,Manufacturing ,Partner,Ahmad Fauzi,Yogyakarta,17/07/2024,Closed Won,03-Aug-2024,08-08-2024,109244000,,VIP client
LD1057,PT. Harapan Baru,Manufacturing ,website,Siti Nurhaliza,,25/11/2024,Proposal Sent,04-Dec-2024,15-Dec-2024,107399000,,VIP client
LD1700,CV Berkah Mandiri,Logistics,Inbound Call,Andi wijaya,,22/04/2024,Negotiation,02/05/2024,2024/04/29,73965000.0 ,,
LD1381,CV TUNAS MUDA,Education,LinkedIn,Budi Santoso,,27-Dec-2024,Closed Lost,02-14-2025,2025-02-10,54979000,Project cancelled,Follow up next week
LD1711,PT Global Teknindo,Manufacturing,Email Campaign,Rudi Hartono,jakarta,2024-04-20,Qualified,06-09-2024,2024/06/13,Rp 22.680.000,,
LD1266,UD Maju Terus,Retail,Referral,Rudi Hartono,,2025/04/18,Negotiation,2025/06/10,31-May-2025,85612000.0 ,,VIP client
LD1593,CV Karya Utama,retail,Email Campaign,Siti Nurhaliza,Makassar,20/04/2025,Proposal Sent,17/07/2025,2025/07/22,146189000.0 ,,
LD1527,PT Delta Solusi,Retail,Cold Call,,Jakarta,2024-03-10,Closed Won,31/03/2024,31/03/2024,128273000,,Follow up next week
LD1102,PT Cahaya Abadi,Finance,Email Campaign,Dewi Lestari,Makassar,11/08/2024,Negotiation,2024/11/07,30-Aug-2024,Rp 68.119.000,,VIP client
LD1128,PT. Harapan Baru,retail,Cold Call ,Andi wijaya,Medan,29-Nov-2024,Contacted,2024/12/14,11/12/2024,,,Client on vacation
LD1663,PT. Central Distribusi,Healthcare,Website,Andi wijaya,Palembang,2024-10-14,Negotiation,15-Nov-2024,2024/11/11,100253000,,
LD1420,PT. Delta Solusi,Manufacturing ,Trade Show,Siti Nurhaliza,JAKARTA,23/08/2025,Closed Lost,03-Sep-2025,09-10-2025,124803000,Timing not right,
LD1726,CV Mitra Sejahtera,Retail,Cold Call,Ahmad Fauzi,Surabaya,09/03/2024,Closed Lost,29-Mar-2024,11/03/2024,67099000,No budget,Follow up next week
LD1707,PT. Sejahtera Bersama,Education,Partner,,JAKARTA,2025/05/14,Qualified,2025/08/11,02/08/2025,84908000,,Waiting for PO
LD1431,UD Sinar Jaya,Construction,Email Campaign,Ahmad Fauzi,bandung,2024/06/05,Closed Won,07-02-2024,07-05-2024,140296000,,Needs approval from board
LD1212,CV Mega Trading,Construction,Website,,Denpasar,02-Jun-2024,Proposal Sent,25/06/2024,05-Jul-2024,Rp 92.983.000,,
LD1847,PT. Cipta Karya,Construction,Referral,Yuni Shara,Palembang,2025-08-27,Contacted,09-18-2025,2025-10-03,,,Send revised proposal
LD1568,UD Central Distribusi,Manufacturing ,LinkedIn,Rudi Hartono,Bandung,28-Mar-2025,Qualified,2025/03/23,31-Mar-2025,50611000.0 ,,
LD1550,PT Sejahtera Bersama,,Website,Ahmad Fauzi,JAKARTA,2024-11-30,Contacted,2025-01-12,19/01/2025,,,Follow up next week
LD1610,PT Tunas Muda,Manufacturing ,Partner,budi santoso,,23/04/2024,Qualified,2024-05-03,05-01-2024,116736000,,Waiting for PO
LD1232,UD Sumber Makmur,Manufacturing,Email Campaign,Budi Santoso,jakarta,02/10/2024,Qualified,2024-10-11,11/10/2024,93424000,,Send revised proposal
LD1063,UD Mitra Sejahtera,Retail,LinkedIn,Budi Santoso,Medan,2024/10/23,Qualified,24-Oct-2024,06-Nov-2024,65737000,,Client on vacation
LD1818,PT. Sinar Jaya,Retail,Email Campaign,Yuni Shara,bandung,2024-05-26,Closed Won,21-May-2024,02/08/2024,94362000,,Send revised proposal
LD1080,PT Maju Terus,Retail,Trade Show,Rudi Hartono,Denpasar,12/03/2025,Contacted,2025-05-08,21/03/2025,,,Needs approval from board
LD1485,PT Maju Terus,Manufacturing ,Social Media,Ahmad Fauzi,,2025/03/30,Proposal Sent,04-04-2025,,116978000,,Client on vacation
LD1072,CV Global Teknindo,Manufacturing,Social Media,Rina Marlina,Yogyakarta,17/07/2024,Qualified,09-29-2024,21-Sep-2024,58517000,,Waiting for PO
LD1116,CV Indo Sukses,Technology,Cold Call,Andi Wijaya,Makassar,2024/02/03,Contacted,01-30-2024,10-Mar-2024,,,Needs approval from board
LD1359,PT. Berkah Mandiri,retail,Partner,,bandung,22-Jan-2024,Contacted,16-Feb-2024,,,,Waiting for PO
LD1045,PT. Bumi Perkasa,F&B,LinkedIn,Siti Nurhaliza,Semarang,2024-11-20,Proposal Sent,01-22-2025,12-28-2024,95412000,,
LD1764,CV Nusantara Jaya,Manufacturing,,Andi Wijaya,Surabaya,22/01/2025,Lead In,03-11-2025,2025/02/10,,,Needs approval from board
LD1252,UD Cahaya Abadi,Education,Trade Show,Budi Santoso,Yogyakarta,2025-06-26,Qualified,28-Aug-2025,2025/07/24,54083000,,Needs approval from board
LD1369,PT. Tunas Muda,F&B,Social Media,Ahmad Fauzi,,04/03/2024,Qualified,2024/03/21,2024/03/13,79886000,,Send revised proposal
LD1489,CV Indo Sukses,Manufacturing,Inbound Call,Budi Santoso,Bandung,2025-08-08,Qualified,25-Aug-2025,2025/08/17,95901000,,
LD1059,CV Karya Utama,Finance,referral,Siti Nurhaliza,bandung,05-May-2024,Qualified,2024/07/30,,9614000,,Waiting for PO
LD1184,CV Central Distribusi,Retail,website,Ahmad Fauzi,Semarang,2025/03/02,Closed Won,2025/05/03,2025/03/10,58203000,,Client on vacation
LD1695,CV Sumber Makmur,F&B,Email Campaign,Siti Nurhaliza,Semarang,09-Apr-2025,Contacted,07-07-2025,18/04/2025,,,Waiting for PO
LD1613,CV Sejahtera Bersama,Logistics,Inbound Call,Andi wijaya,bandung,30-Mar-2024,Proposal Sent,2024/05/29,06-05-2024,115533000,,Needs approval from board
ld1138,PT Bumi Perkasa,F&B,Cold Call,Andi Wijaya,Medan,04/05/2025,Lead In,23-Jun-2025,,,,
LD1163,CV Prima Nusantara,Construction,Social Media,Siti Nurhaliza,Bandung,2024/02/25,Qualified,20-Apr-2024,25/04/2024,Rp 123.937.000,,Waiting for PO
LD1787,UD Delta Solusi,retail,Trade Show,Andi wijaya,Palembang,2024/02/18,Proposal Sent,01-May-2024,05-07-2024,11596000,,Needs approval from board
LD1113,PT. CENTRAL DISTRIBUSI,Retail,Email Campaign,budi santoso,Medan,01-10-2024,Contacted,2024-03-09,2024/01/12,,,Waiting for PO
LD1050,UD Harapan Baru,Logistics,Cold Call,Andi Wijaya,Bandung,24-Jul-2024,Contacted,2024-10-02,30/08/2024,,,Client on vacation
LD1675,UD Prima Nusantara,retail,Trade Show,Andi wijaya,JAKARTA,17/05/2025,Lead In,06-26-2025,2025/05/25,,,Client on vacation
LD1321,PT Mitra Sejahtera,Manufacturing,Website,Siti Nurhaliza,,01-20-2024,Negotiation,2024-03-16,2024-02-15,17957000,,Follow up next week
LD1267,PT Central Distribusi,Education,Cold Call ,Yuni Shara,,2024-07-10,Proposal Sent,19/08/2024,2024-07-23,,,
LD1602,CV Berkah Mandiri,Retail,LinkedIn,Yuni Shara,jakarta,19/06/2025,Contacted,2025-07-22,27/07/2025,,,Waiting for PO
LD1348,CV Cahaya Abadi,F&B,Website,Yuni Shara,Bandung,06-13-2025,Qualified,2025/07/05,12-Jul-2025,Rp 24.387.000,,Send revised proposal
LD1335,PT. Berkah Mandiri,Education,referral,Budi Santoso,Surabaya,2025-02-24,Qualified,05/03/2025,10/03/2025,127203000,,Needs approval from board
LD1092,UD Delta Solusi,Logistics,,budi santoso,Yogyakarta,11-22-2024,Contacted,02-09-2025,2025-02-20,,,Send revised proposal
LD1705,PT Anugrah Sentosa,retail,Cold Call ,Ahmad Fauzi,Semarang,2025/03/18,Lead In,29-Apr-2025,10/05/2025,,,
LD1718,PT Berkah Mandiri,Manufacturing ,Partner,Budi Santoso,Makassar,22-Mar-2024,Proposal Sent,24/04/2024,08/05/2024,45387000,,VIP client
LD1775,PT. Cahaya Abadi,F&B,Cold Call,,Medan,2025-03-05,Negotiation,22/03/2025,27-Mar-2025,33653000,,Client on vacation
LD1390,PT. Mega Trading,,Social Media,Rina Marlina,,2024-11-02,Qualified,11-23-2024,2024-11-26,131664000,,
LD1518,CV Karya Utama,Finance,Inbound Call,Dewi Lestari,jakarta,2024-07-07,Closed Won,2024/09/15,14-Sep-2024,92688000,,Send revised proposal
LD1319,PT Karya Utama,,Social Media,Rina Marlina,Bandung,2024/07/11,Negotiation,2024/09/21,,125050000,,Send revised proposal
LD1450,CV Sejahtera Bersama,,,Ahmad Fauzi,Yogyakarta,05/12/2024,Closed Won,26/12/2024,,142360000,,
LD1562,CV Mega Trading,Education,Cold Call ,budi santoso,Makassar,21-Mar-2025,Closed Lost,2025-06-16,05-20-2025,49713000,Timing not right,
LD1633,UD Maju Terus,Education,Cold Call ,Rina Marlina,Surabaya,08-09-2024,Proposal Sent,13/08/2024,23/08/2024,50686000,,Client on vacation
LD1779,PT Mitra Sejahtera,Healthcare,Partner,budi santoso,Semarang,2024/08/19,Lead In,2024/10/11,,,,VIP client
LD1405,CV HARAPAN BARU,,Website,Siti Nurhaliza,Denpasar,25/02/2025,Closed Lost,07-May-2025,2025-05-22,76650000,,Client on vacation
LD1595,CV Berkah Mandiri,Retail,website,Budi Santoso,Palembang,2024-09-07,Negotiation,03-Nov-2024,10-29-2024,119920000,,Send revised proposal
LD1715,PT. Sinar Jaya,Healthcare,referral,Dewi Lestari,bandung,20-Jun-2025,Qualified,2025/06/23,02-Jul-2025,91770000,,Waiting for PO
LD1807,CV Sejahtera Bersama,Finance,Cold Call,Rudi Hartono,jakarta,01-25-2025,Negotiation,2025/03/09,02-19-2025,86241000,,Needs approval from board
LD1632,PT. Indo Sukses,Logistics,Website,Rina Marlina,Denpasar,20-Apr-2024,Proposal Sent,12-Jul-2024,2024-06-17,115077000,,VIP client
LD1761,PT. Sejahtera Bersama,retail,Email Campaign,Andi wijaya,Surabaya,15-Feb-2024,Qualified,2024/03/22,,2941000,,Client on vacation
LD1679,PT Prima Nusantara,Retail,Referral,Rudi Hartono,Jakarta,11/07/2024,Closed Lost,26-Sep-2024,02-Oct-2024,132946000,,
LD1786,CV NUSANTARA JAYA,retail,referral,,bandung,01-Nov-2024,Contacted,2025-01-26,,,,
LD1432,PT. Sinar Jaya,F&B,Social Media,Yuni Shara,Bandung,2024-07-18,Negotiation,09-27-2024,2024/08/13,21373000,,Follow up next week
LD1756,CV Bumi Perkasa,,Cold Call ,budi santoso,Bandung,09-Oct-2024,Closed Won,2024-11-28,2024-10-21,73092000,,VIP client
LD1271,PT. Mega Trading,Manufacturing ,Cold Call ,Dewi Lestari,Palembang,2025-02-05,Contacted,23-Apr-2025,,,,Send revised proposal
LD1385,UD Global Teknindo,Retail,Social Media,Dewi Lestari,bandung,2024/04/09,Lead In,2024/06/04,21-May-2024,,,Follow up next week
LD1641,PT. Karya Utama,Retail,Inbound Call,Andi wijaya,bandung,2025-05-17,Qualified,2025/06/04,2025-05-20,81683000,,Client on vacation
LD1403,CV Harapan Baru,Logistics,Partner,Yuni Shara,Semarang,11-Aug-2025,Closed Lost,10-26-2025,,108082000,Chose competitor,Waiting for PO
LD1189,CV Sejahtera Bersama,Manufacturing ,Trade Show,Budi Santoso,Denpasar,2024/07/11,Contacted,2024/08/31,26/07/2024,,,Send revised proposal
LD1637,CV Berkah Mandiri,Technology,referral,Yuni Shara,Denpasar,2024/03/25,Qualified,23-Apr-2024,,Rp 100.793.000,,Follow up next week
LD1334,PT. Delta Solusi,Healthcare,Website,budi santoso,Surabaya,07-03-2024,Closed Won,22-Sep-2024,,33517000,,
LD1231,PT. Indo Sukses,Technology,website,Ahmad Fauzi,Denpasar,01-10-2024,Negotiation,02-17-2024,2024/02/12,29909000,,
